#group,false,false,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,
,result,table,_time,_value,_field,_measurement,sensor_id
,,0,2021-10-13T17:40:50Z,0.38986176892397834,co,airSensors,TLM0100
,,0,2021-10-13T17:40:59Z,0.5360655269170583,co,airSensors,TLM0100
,,0,2021-10-13T17:41:00Z,0.3851924007976344,co,airSensors,TLM0100
,,0,2021-10-13T17:41:09Z,0.529370002978856,co,airSensors,TLM0100
,,0,2021-10-13T17:41:10Z,0.3664414685355308,co,airSensors,TLM0100
,,0,2021-10-13T17:41:19Z,0.5296484210415997,co,airSensors,TLM0100
,,0,2021-10-13T17:41:20Z,0.37795588216637016,co,airSensors,TLM0100
,,0,2021-10-13T17:41:29Z,0.515570621580529,co,airSensors,TLM0100
,,0,2021-10-13T17:41:30Z,0.36571473749940603,co,airSensors,TLM0100
,,0,2021-10-13T17:41:39Z,0.49759167513411395,co,airSensors,TLM0100
,,0,2021-10-13T17:41:40Z,0.35023517268145565,co,airSensors,TLM0100
,,0,2021-10-13T17:41:49Z,0.514569458828099,co,airSensors,TLM0100
,,0,2021-10-13T17:41:50Z,0.3456946240640268,co,airSensors,TLM0100
,,0,2021-10-13T17:41:59Z,0.4952801063538057,co,airSensors,TLM0100
,,0,2021-10-13T17:42:00Z,0.35363639544705605,co,airSensors,TLM0100
,,0,2021-10-13T17:42:09Z,0.4789450923926542,co,airSensors,TLM0100
,,0,2021-10-13T17:42:10Z,0.36587526592506925,co,airSensors,TLM0100
,,0,2021-10-13T17:42:19Z,0.4708420429295509,co,airSensors,TLM0100
,,0,2021-10-13T17:42:20Z,0.36290327870992856,co,airSensors,TLM0100
,,0,2021-10-13T17:42:29Z,0.48357937788358013,co,airSensors,TLM0100
,,0,2021-10-13T17:42:30Z,0.37862327463083106,co,airSensors,TLM0100
,,0,2021-10-13T17:42:39Z,0.46517771475416797,co,airSensors,TLM0100
,,0,2021-10-13T17:42:40Z,0.3792618881687819,co,airSensors,TLM0100
,,0,2021-10-13T17:42:49Z,0.46551274071498017,co,airSensors,TLM0100
,,0,2021-10-13T17:42:50Z,0.3678171233287224,co,airSensors,TLM0100
,,0,2021-10-13T17:42:59Z,0.4852559414909358,co,airSensors,TLM0100
,,0,2021-10-13T17:43:00Z,0.3620028617756964,co,airSensors,TLM0100
,,0,2021-10-13T17:43:09Z,0.48786956767813805,co,airSensors,TLM0100
,,0,2021-10-13T17:43:10Z,0.3740757782736263,co,airSensors,TLM0100
,,0,2021-10-13T17:43:19Z,0.4701741307358896,co,airSensors,TLM0100
,,0,2021-10-13T17:43:20Z,0.3594483627849209,co,airSensors,TLM0100
,,0,2021-10-13T17:43:29Z,0.4653868707618468,co,airSensors,TLM0100
,,0,2021-10-13T17:43:30Z,0.34200664672514913,co,airSensors,TLM0100
,,0,2021-10-13T17:43:39Z,0.4616771255021025,co,airSensors,TLM0100
,,0,2021-10-13T17:43:40Z,0.33561640649454333,co,airSensors,TLM0100
,,0,2021-10-13T17:43:49Z,0.46759050569718413,co,airSensors,TLM0100
,,0,2021-10-13T17:43:50Z,0.3387357782573774,co,airSensors,TLM0100
,,0,2021-10-13T17:43:59Z,0.4816126836810092,co,airSensors,TLM0100
,,0,2021-10-13T17:44:00Z,0.32173020240019023,co,airSensors,TLM0100
,,0,2021-10-13T17:44:09Z,0.48124258363732436,co,airSensors,TLM0100
,,0,2021-10-13T17:44:10Z,0.3391091711487871,co,airSensors,TLM0100
,,0,2021-10-13T17:44:19Z,0.5003789088597407,co,airSensors,TLM0100
,,0,2021-10-13T17:44:20Z,0.33022840205099807,co,airSensors,TLM0100
,,0,2021-10-13T17:44:29Z,0.5095490469615026,co,airSensors,TLM0100
,,0,2021-10-13T17:44:30Z,0.33463538624189204,co,airSensors,TLM0100
,,0,2021-10-13T17:44:39Z,0.4945545547421695,co,airSensors,TLM0100
,,0,2021-10-13T17:44:40Z,0.33876033859533267,co,airSensors,TLM0100
,,0,2021-10-13T17:44:49Z,0.5092010787401189,co,airSensors,TLM0100
,,0,2021-10-13T17:44:50Z,0.32254531277040177,co,airSensors,TLM0100
,,0,2021-10-13T17:44:59Z,0.5120641509461169,co,airSensors,TLM0100
,,0,2021-10-13T17:45:00Z,0.340679151094994,co,airSensors,TLM0100
,,0,2021-10-13T17:45:09Z,0.519830159715232,co,airSensors,TLM0100
,,0,2021-10-13T17:45:10Z,0.3322906582235874,co,airSensors,TLM0100
,,0,2021-10-13T17:45:19Z,0.5322396916602959,co,airSensors,TLM0100
,,0,2021-10-13T17:45:20Z,0.35137769600492164,co,airSensors,TLM0100
,,0,2021-10-13T17:45:29Z,0.5460538624364025,co,airSensors,TLM0100
,,0,2021-10-13T17:45:30Z,0.3329732021191186,co,airSensors,TLM0100
,,0,2021-10-13T17:45:39Z,0.5528268599204754,co,airSensors,TLM0100
,,0,2021-10-13T17:45:40Z,0.33598164184784934,co,airSensors,TLM0100
,,0,2021-10-13T17:45:49Z,0.5664714205936795,co,airSensors,TLM0100
,,0,2021-10-13T17:45:50Z,0.3168069990384002,co,airSensors,TLM0100
,,0,2021-10-13T17:45:59Z,0.5795199600394909,co,airSensors,TLM0100
,,0,2021-10-13T17:46:00Z,0.3264694710511076,co,airSensors,TLM0100
,,0,2021-10-13T17:46:09Z,0.5718323469128542,co,airSensors,TLM0100
,,0,2021-10-13T17:46:10Z,0.3422397681874535,co,airSensors,TLM0100
,,0,2021-10-13T17:46:19Z,0.5581454413194495,co,airSensors,TLM0100
,,0,2021-10-13T17:46:20Z,0.3616697057612509,co,airSensors,TLM0100
,,0,2021-10-13T17:46:29Z,0.5742733215105628,co,airSensors,TLM0100
,,0,2021-10-13T17:46:30Z,0.37439935728617324,co,airSensors,TLM0100
,,0,2021-10-13T17:46:39Z,0.5921193034345119,co,airSensors,TLM0100
,,0,2021-10-13T17:46:40Z,0.3782550039072675,co,airSensors,TLM0100
,,0,2021-10-13T17:46:49Z,0.5979347457260468,co,airSensors,TLM0100
,,0,2021-10-13T17:46:50Z,0.3895498703959815,co,airSensors,TLM0100
,,0,2021-10-13T17:46:59Z,0.586756424673759,co,airSensors,TLM0100
,,0,2021-10-13T17:47:00Z,0.4083411836738771,co,airSensors,TLM0100
,,0,2021-10-13T17:47:09Z,0.6063249942725407,co,airSensors,TLM0100
,,0,2021-10-13T17:47:10Z,0.4244062814281416,co,airSensors,TLM0100
,,0,2021-10-13T17:47:19Z,0.6203120888810645,co,airSensors,TLM0100
,,0,2021-10-13T17:47:20Z,0.43660934974303045,co,airSensors,TLM0100
,,0,2021-10-13T17:47:29Z,0.6081389389833485,co,airSensors,TLM0100
,,0,2021-10-13T17:47:30Z,0.4281574860636946,co,airSensors,TLM0100
,,0,2021-10-13T17:47:39Z,0.6090881772889879,co,airSensors,TLM0100
,,0,2021-10-13T17:47:40Z,0.4254250555731835,co,airSensors,TLM0100
,,0,2021-10-13T17:47:49Z,0.6263337653969284,co,airSensors,TLM0100
,,0,2021-10-13T17:47:50Z,0.4290135885570636,co,airSensors,TLM0100
,,0,2021-10-13T17:47:59Z,0.6391299477089833,co,airSensors,TLM0100
,,0,2021-10-13T17:48:00Z,0.4435309623759185,co,airSensors,TLM0100
,,0,2021-10-13T17:48:09Z,0.6360487166111485,co,airSensors,TLM0100
,,0,2021-10-13T17:48:10Z,0.45931516162448416,co,airSensors,TLM0100
,,0,2021-10-13T17:48:19Z,0.6458544152713772,co,airSensors,TLM0100
,,0,2021-10-13T17:48:20Z,0.47129294108271275,co,airSensors,TLM0100
,,0,2021-10-13T17:48:29Z,0.6570883727096923,co,airSensors,TLM0100
,,0,2021-10-13T17:48:30Z,0.45782919842436526,co,airSensors,TLM0100
,,0,2021-10-13T17:48:39Z,0.6586364129201717,co,airSensors,TLM0100
,,0,2021-10-13T17:48:40Z,0.46186895518358184,co,airSensors,TLM0100
,,0,2021-10-13T17:48:49Z,0.6603528518043685,co,airSensors,TLM0100
,,0,2021-10-13T17:48:50Z,0.45474123918167536,co,airSensors,TLM0100
,,0,2021-10-13T17:48:59Z,0.6642236608202366,co,airSensors,TLM0100
,,0,2021-10-13T17:49:00Z,0.46071901858380304,co,airSensors,TLM0100
,,0,2021-10-13T17:49:09Z,0.6717969931421715,co,airSensors,TLM0100
,,0,2021-10-13T17:49:10Z,0.4565920373563669,co,airSensors,TLM0100
,,0,2021-10-13T17:49:19Z,0.6705877992127395,co,airSensors,TLM0100
,,0,2021-10-13T17:49:20Z,0.43693600489066,co,airSensors,TLM0100
,,0,2021-10-13T17:49:29Z,0.6525600043544595,co,airSensors,TLM0100
,,0,2021-10-13T17:49:30Z,0.4319019939081003,co,airSensors,TLM0100
,,0,2021-10-13T17:49:39Z,0.6426093296485348,co,airSensors,TLM0100
,,0,2021-10-13T17:49:40Z,0.4358542512202608,co,airSensors,TLM0100
,,0,2021-10-13T17:49:49Z,0.6307031894281365,co,airSensors,TLM0100
,,0,2021-10-13T17:49:50Z,0.44687358882984596,co,airSensors,TLM0100
,,0,2021-10-13T17:49:59Z,0.6348500874365862,co,airSensors,TLM0100
,,0,2021-10-13T17:50:00Z,0.46272850359925144,co,airSensors,TLM0100
,,0,2021-10-13T17:50:09Z,0.649619432327779,co,airSensors,TLM0100
,,0,2021-10-13T17:50:10Z,0.4562608612665058,co,airSensors,TLM0100
,,0,2021-10-13T17:50:19Z,0.6302760163953887,co,airSensors,TLM0100
,,0,2021-10-13T17:50:20Z,0.463507946439291,co,airSensors,TLM0100
,,0,2021-10-13T17:50:29Z,0.6374425714571035,co,airSensors,TLM0100
,,0,2021-10-13T17:50:30Z,0.4480245772851763,co,airSensors,TLM0100
,,0,2021-10-13T17:50:39Z,0.6407127852029657,co,airSensors,TLM0100
,,0,2021-10-13T17:50:40Z,0.44720564962823484,co,airSensors,TLM0100
,,0,2021-10-13T17:50:49Z,0.6313810298260517,co,airSensors,TLM0100
,,0,2021-10-13T17:50:50Z,0.43275109435352344,co,airSensors,TLM0100
,,0,2021-10-13T17:50:59Z,0.6302488337493771,co,airSensors,TLM0100
,,0,2021-10-13T17:51:00Z,0.4432041909272306,co,airSensors,TLM0100
,,0,2021-10-13T17:51:09Z,0.6299989106988235,co,airSensors,TLM0100
,,0,2021-10-13T17:51:10Z,0.45475397279938745,co,airSensors,TLM0100
,,0,2021-10-13T17:51:19Z,0.6468205116561371,co,airSensors,TLM0100
,,0,2021-10-13T17:51:20Z,0.45101268115423027,co,airSensors,TLM0100
,,0,2021-10-13T17:51:29Z,0.6613149476245834,co,airSensors,TLM0100
,,0,2021-10-13T17:51:30Z,0.4326165566308719,co,airSensors,TLM0100
,,0,2021-10-13T17:51:39Z,0.6569373569095514,co,airSensors,TLM0100
,,0,2021-10-13T17:51:40Z,0.45245561365455017,co,airSensors,TLM0100
,,0,2021-10-13T17:51:49Z,0.6371889898969744,co,airSensors,TLM0100
,,0,2021-10-13T17:51:50Z,0.46542962327071696,co,airSensors,TLM0100
,,0,2021-10-13T17:51:59Z,0.6178046413155205,co,airSensors,TLM0100
,,0,2021-10-13T17:52:00Z,0.4749308691637336,co,airSensors,TLM0100
,,0,2021-10-13T17:52:09Z,0.6316994869451246,co,airSensors,TLM0100
,,0,2021-10-13T17:52:10Z,0.4881897344873354,co,airSensors,TLM0100
,,0,2021-10-13T17:52:19Z,0.637938093020243,co,airSensors,TLM0100
,,0,2021-10-13T17:52:20Z,0.507402480446562,co,airSensors,TLM0100
,,0,2021-10-13T17:52:29Z,0.656414601175438,co,airSensors,TLM0100
,,0,2021-10-13T17:52:30Z,0.5103150533241299,co,airSensors,TLM0100
,,0,2021-10-13T17:52:39Z,0.6443523436595356,co,airSensors,TLM0100
,,0,2021-10-13T17:52:40Z,0.5138838564832456,co,airSensors,TLM0100
,,0,2021-10-13T17:52:49Z,0.6257443590760595,co,airSensors,TLM0100
,,0,2021-10-13T17:52:50Z,0.5148061200047473,co,airSensors,TLM0100
,,0,2021-10-13T17:52:59Z,0.6324300351851474,co,airSensors,TLM0100
,,0,2021-10-13T17:53:00Z,0.5110563153564462,co,airSensors,TLM0100
,,0,2021-10-13T17:53:09Z,0.6520172698746215,co,airSensors,TLM0100
,,0,2021-10-13T17:53:10Z,0.4948504725453741,co,airSensors,TLM0100
,,0,2021-10-13T17:53:19Z,0.6636274013922665,co,airSensors,TLM0100
,,0,2021-10-13T17:53:20Z,0.49618402725666333,co,airSensors,TLM0100
,,0,2021-10-13T17:53:29Z,0.6834210029774219,co,airSensors,TLM0100
,,0,2021-10-13T17:53:30Z,0.49426865278149107,co,airSensors,TLM0100
,,0,2021-10-13T17:53:39Z,0.6776496045989481,co,airSensors,TLM0100
,,0,2021-10-13T17:53:40Z,0.48187178026646327,co,airSensors,TLM0100
,,0,2021-10-13T17:53:49Z,0.6932262925986004,co,airSensors,TLM0100
,,0,2021-10-13T17:53:50Z,0.49158075303536003,co,airSensors,TLM0100
,,0,2021-10-13T17:53:59Z,0.7040479009782125,co,airSensors,TLM0100
,,0,2021-10-13T17:54:00Z,0.5114137132551231,co,airSensors,TLM0100
,,0,2021-10-13T17:54:09Z,0.7238414899853992,co,airSensors,TLM0100
,,0,2021-10-13T17:54:10Z,0.5274203932904329,co,airSensors,TLM0100
,,0,2021-10-13T17:54:19Z,0.7397591970063069,co,airSensors,TLM0100
,,0,2021-10-13T17:54:20Z,0.5074590531492826,co,airSensors,TLM0100
,,0,2021-10-13T17:54:29Z,0.7281321310410667,co,airSensors,TLM0100
,,0,2021-10-13T17:54:30Z,0.5084478037585931,co,airSensors,TLM0100
,,0,2021-10-13T17:54:39Z,0.7206647087172902,co,airSensors,TLM0100
,,0,2021-10-13T17:54:40Z,0.5014048582055076,co,airSensors,TLM0100
,,0,2021-10-13T17:54:49Z,0.7193797510878647,co,airSensors,TLM0100
,,0,2021-10-13T17:54:50Z,0.508965811687087,co,airSensors,TLM0100
,,0,2021-10-13T17:54:59Z,0.709907143024368,co,airSensors,TLM0100
,,0,2021-10-13T17:55:00Z,0.5096172609283723,co,airSensors,TLM0100
,,0,2021-10-13T17:55:09Z,0.7011524481665965,co,airSensors,TLM0100
,,0,2021-10-13T17:55:10Z,0.5272053431333635,co,airSensors,TLM0100
,,0,2021-10-13T17:55:19Z,0.716878906134035,co,airSensors,TLM0100
,,0,2021-10-13T17:55:20Z,0.5222466652149083,co,airSensors,TLM0100
,,0,2021-10-13T17:55:29Z,0.6984989217699635,co,airSensors,TLM0100
,,0,2021-10-13T17:55:30Z,0.5172671997874463,co,airSensors,TLM0100
,,0,2021-10-13T17:55:39Z,0.7078739470500285,co,airSensors,TLM0100
,,0,2021-10-13T17:55:40Z,0.5138033373387779,co,airSensors,TLM0100
,,0,2021-10-13T17:55:49Z,0.7025478058480007,co,airSensors,TLM0100
,,0,2021-10-13T17:55:50Z,0.5244774524433156,co,airSensors,TLM0100
,,0,2021-10-13T17:55:59Z,0.7008439836242584,co,airSensors,TLM0100
,,0,2021-10-13T17:56:00Z,0.5182465457496853,co,airSensors,TLM0100
,,0,2021-10-13T17:56:09Z,0.7075355758249712,co,airSensors,TLM0100
,,0,2021-10-13T17:56:10Z,0.5286891438624638,co,airSensors,TLM0100
,,0,2021-10-13T17:56:19Z,0.6957575980006182,co,airSensors,TLM0100
,,0,2021-10-13T17:56:20Z,0.50894325548556,co,airSensors,TLM0100
,,0,2021-10-13T17:56:29Z,0.6999862762915275,co,airSensors,TLM0100
,,0,2021-10-13T17:56:30Z,0.48944475039544844,co,airSensors,TLM0100
,,0,2021-10-13T17:56:39Z,0.6910200303511698,co,airSensors,TLM0100
